SystemSize,SystemSizeID,SystemType,SystemTypeID,SolarPanel,SolarPanelID,Inverter,InverterID,Battery ,BatteryID,BatteryCost,NoOfBatteries ,BatteryTotalCost,InvetrerCost,NoOfInveters ,PanelCost,NoOfPanels,TotalInveterCost,TotalPanelCost,TotalSystemCost
4kW,4,Hybrid,3,Jinko Solar China,2,Growatt China,4,LFP Lithium-ion,2,410000,1,410000,510000,1,46000,4,510000,184000,1104000
5kW,5,Hybrid,3,Jinko Solar China,2,Growatt China,4,LFP Lithium-ion,2,410000,1,410000,630000,1,46000,5,630000,230000,1270000
7.5kW,6,Hybrid,3,Jinko Solar China,2,Growatt China,4,LFP Lithium-ion,2,890000,1,890000,810000,1,46000,7,810000,322000,2022000
8kW,7,Hybrid,3,Jinko Solar China,2,Growatt China,4,LFP Lithium-ion,2,890000,1,890000,870000,1,46000,8,870000,368000,2128000
10kW,8,Hybrid,3,Jinko Solar China,2,Growatt China,4,LFP Lithium-ion,2,890000,1,890000,945000,1,46000,10,945000,460000,2295000
15kW,9,Hybrid,3,Jinko Solar China,2,Growatt China,4,LFP Lithium-ion,2,890000,2,1780000,870000,2,46000,15,1740000,690000,4210000
20kW,10,Hybrid,3,Jinko Solar China,2,Growatt China,4,LFP Lithium-ion,2,890000,2,1780000,945000,2,46000,20,1890000,920000,4590000
30kW,11,Hybrid,3,Jinko Solar China,2,Growatt China,4,LFP Lithium-ion,2,890000,3,2670000,945000,3,46000,30,2835000,1380000,6885000
40kW,12,Hybrid,3,Jinko Solar China,2,Growatt China,4,LFP Lithium-ion,2,890000,4,3560000,945000,4,46000,40,3780000,1840000,9180000
50kW,13,Hybrid,3,Jinko Solar China,2,Growatt China,4,LFP Lithium-ion,2,890000,5,4450000,945000,5,46000,50,4725000,2300000,11475000
60kW,14,Hybrid,3,Jinko Solar China,2,Growatt China,4,LFP Lithium-ion,2,890000,6,5340000,945000,6,46000,60,5670000,2760000,13770000
1kW,1,Hybrid,3,Canadian Solar Canada,3,Goodwee China,1,LFP Lithium-ion,2,80000,1,80000,111000,1,54000,1,111000,54000,245000
2kW,2,Hybrid,3,Canadian Solar Canada,3,Goodwee China,1,LFP Lithium-ion,2,170000,1,170000,165000,1,54000,2,165000,108000,443000
3.5kW,3,Hybrid,3,Canadian Solar Canada,3,Goodwee China,1,LFP Lithium-ion,2,250000,1,250000,315000,1,54000,4,315000,216000,781000
4kW,4,Hybrid,3,Canadian Solar Canada,3,Goodwee China,1,LFP Lithium-ion,2,410000,1,410000,450000,1,54000,4,450000,216000,1076000
5kW,5,Hybrid,3,Canadian Solar Canada,3,Goodwee China,1,LFP Lithium-ion,2,410000,1,410000,615000,1,54000,5,615000,270000,1295000
7.5kW,6,Hybrid,3,Canadian Solar Canada,3,Goodwee China,1,LFP Lithium-ion,2,890000,1,890000,780000,1,54000,7,780000,378000,2048000
8kW,7,Hybrid,3,Canadian Solar Canada,3,Goodwee China,1,LFP Lithium-ion,2,890000,1,890000,840000,1,54000,8,840000,432000,2162000
10kW,8,Hybrid,3,Canadian Solar Canada,3,Goodwee China,1,LFP Lithium-ion,2,890000,1,890000,930000,1,54000,10,930000,540000,2360000
15kW,9,Hybrid,3,Canadian Solar Canada,3,Goodwee China,1,LFP Lithium-ion,2,890000,2,1780000,780000,2,54000,15,1560000,810000,4150000
20kW,10,Hybrid,3,Canadian Solar Canada,3,Goodwee China,1,LFP Lithium-ion,2,890000,2,1780000,930000,2,54000,20,1860000,1080000,4720000
30kW,11,Hybrid,3,Canadian Solar Canada,3,Goodwee China,1,LFP Lithium-ion,2,890000,3,2670000,930000,3,54000,30,2790000,1620000,7080000
40kW,12,Hybrid,3,Canadian Solar Canada,3,Goodwee China,1,LFP Lithium-ion,2,890000,4,3560000,930000,4,54000,40,3720000,2160000,9440000
50kW,13,Hybrid,3,Canadian Solar Canada,3,Goodwee China,1,LFP Lithium-ion,2,890000,5,4450000,930000,5,54000,50,4650000,2700000,11800000
60kW,14,Hybrid,3,Canadian Solar Canada,3,Goodwee China,1,LFP Lithium-ion,2,890000,6,5340000,930000,6,54000,60,5580000,3240000,14160000
1kW,1,Hybrid,3,Canadian Solar Canada,3,SMA Germany ,2,LFP Lithium-ion,2,80000,1,80000,141000,1,54000,1,141000,54000,275000
2kW,2,Hybrid,3,Canadian Solar Canada,3,SMA Germany ,2,LFP Lithium-ion,2,170000,1,170000,210000,1,54000,2,210000,108000,488000
3.5kW,3,Hybrid,3,Canadian Solar Canada,3,SMA Germany ,2,LFP Lithium-ion,2,250000,1,250000,390000,1,54000,4,390000,216000,856000
4kW,4,Hybrid,3,Canadian Solar Canada,3,SMA Germany ,2,LFP Lithium-ion,2,410000,1,410000,555000,1,54000,4,555000,216000,1181000
5kW,5,Hybrid,3,Canadian Solar Canada,3,SMA Germany ,2,LFP Lithium-ion,2,410000,1,410000,735000,1,54000,5,735000,270000,1415000
7.5kW,6,Hybrid,3,Canadian Solar Canada,3,SMA Germany ,2,LFP Lithium-ion,2,890000,1,890000,870000,1,54000,7,870000,378000,2138000
8kW,7,Hybrid,3,Canadian Solar Canada,3,SMA Germany ,2,LFP Lithium-ion,2,890000,1,890000,975000,1,54000,8,975000,432000,2297000
10kW,8,Hybrid,3,Canadian Solar Canada,3,SMA Germany ,2,LFP Lithium-ion,2,890000,1,890000,1170000,1,54000,10,1170000,540000,2600000
15kW,9,Hybrid,3,Canadian Solar Canada,3,SMA Germany ,2,LFP Lithium-ion,2,890000,2,1780000,870000,2,54000,15,1740000,810000,4330000
20kW,10,Hybrid,3,Canadian Solar Canada,3,SMA Germany ,2,LFP Lithium-ion,2,890000,2,1780000,1170000,2,54000,20,2340000,1080000,5200000
30kW,11,Hybrid,3,Canadian Solar Canada,3,SMA Germany ,2,LFP Lithium-ion,2,890000,3,2670000,1170000,3,54000,30,3510000,1620000,7800000
40kW,12,Hybrid,3,Canadian Solar Canada,3,SMA Germany ,2,LFP Lithium-ion,2,890000,4,3560000,1170000,4,54000,40,4680000,2160000,10400000
50kW,13,Hybrid,3,Canadian Solar Canada,3,SMA Germany ,2,LFP Lithium-ion,2,890000,5,4450000,1170000,5,54000,50,5850000,2700000,13000000
60kW,14,Hybrid,3,Canadian Solar Canada,3,SMA Germany ,2,LFP Lithium-ion,2,890000,6,5340000,1170000,6,54000,60,7020000,3240000,15600000
1kW,1,Hybrid,3,Canadian Solar Canada,3,CanadainSolar Canada,3,LFP Lithium-ion,2,80000,1,80000,136500,1,54000,1,136500,54000,270500
2kW,2,Hybrid,3,Canadian Solar Canada,3,CanadainSolar Canada,3,LFP Lithium-ion,2,170000,1,170000,195000,1,54000,2,195000,108000,473000
3.5kW,3,Hybrid,3,Canadian Solar Canada,3,CanadainSolar Canada,3,LFP Lithium-ion,2,250000,1,250000,330000,1,54000,4,330000,216000,796000
4kW,4,Hybrid,3,Canadian Solar Canada,3,CanadainSolar Canada,3,LFP Lithium-ion,2,410000,1,410000,465000,1,54000,4,465000,216000,1091000
5kW,5,Hybrid,3,Canadian Solar Canada,3,CanadainSolar Canada,3,LFP Lithium-ion,2,410000,1,410000,615000,1,54000,5,615000,270000,1295000
7.5kW,6,Hybrid,3,Canadian Solar Canada,3,CanadainSolar Canada,3,LFP Lithium-ion,2,890000,1,890000,810000,1,54000,7,810000,378000,2078000
8kW,7,Hybrid,3,Canadian Solar Canada,3,CanadainSolar Canada,3,LFP Lithium-ion,2,890000,1,890000,960000,1,54000,8,960000,432000,2282000
10kW,8,Hybrid,3,Canadian Solar Canada,3,CanadainSolar Canada,3,LFP Lithium-ion,2,890000,1,890000,1140000,1,54000,10,1140000,540000,2570000
15kW,9,Hybrid,3,Canadian Solar Canada,3,CanadainSolar Canada,3,LFP Lithium-ion,2,890000,2,1780000,810000,2,54000,15,1620000,810000,4210000
20kW,10,Hybrid,3,Canadian Solar Canada,3,CanadainSolar Canada,3,LFP Lithium-ion,2,890000,2,1780000,1140000,2,54000,20,2280000,1080000,5140000
30kW,11,Hybrid,3,Canadian Solar Canada,3,CanadainSolar Canada,3,LFP Lithium-ion,2,890000,3,2670000,1140000,3,54000,30,3420000,1620000,7710000
40kW,12,Hybrid,3,Canadian Solar Canada,3,CanadainSolar Canada,3,LFP Lithium-ion,2,890000,4,3560000,1140000,4,54000,40,4560000,2160000,10280000
50kW,13,Hybrid,3,Canadian Solar Canada,3,CanadainSolar Canada,3,LFP Lithium-ion,2,890000,5,4450000,1140000,5,54000,50,5700000,2700000,12850000
60kW,14,Hybrid,3,Canadian Solar Canada,3,CanadainSolar Canada,3,LFP Lithium-ion,2,890000,6,5340000,1140000,6,54000,60,6840000,3240000,15420000
1kW,1,Hybrid,3,Canadian Solar Canada,3,Growatt China,4,LFP Lithium-ion,2,80000,1,80000,109500,1,54000,1,109500,54000,243500
2kW,2,Hybrid,3,Canadian Solar Canada,3,Growatt China,4,LFP Lithium-ion,2,170000,1,170000,157500,1,54000,2,157500,108000,435500
3.5kW,3,Hybrid,3,Canadian Solar Canada,3,Growatt China,4,LFP Lithium-ion,2,250000,1,250000,324000,1,54000,4,324000,216000,790000
4kW,4,Hybrid,3,Canadian Solar Canada,3,Growatt China,4,LFP Lithium-ion,2,410000,1,410000,510000,1,54000,4,510000,216000,1136000
5kW,5,Hybrid,3,Canadian Solar Canada,3,Growatt China,4,LFP Lithium-ion,2,410000,1,410000,630000,1,54000,5,630000,270000,1310000
7.5kW,6,Hybrid,3,Canadian Solar Canada,3,Growatt China,4,LFP Lithium-ion,2,890000,1,890000,810000,1,54000,7,810000,378000,2078000
8kW,7,Hybrid,3,Canadian Solar Canada,3,Growatt China,4,LFP Lithium-ion,2,890000,1,890000,870000,1,54000,8,870000,432000,2192000
10kW,8,Hybrid,3,Canadian Solar Canada,3,Growatt China,4,LFP Lithium-ion,2,890000,1,890000,945000,1,54000,10,945000,540000,2375000
15kW,9,Hybrid,3,Canadian Solar Canada,3,Growatt China,4,LFP Lithium-ion,2,890000,2,1780000,870000,2,54000,15,1740000,810000,4330000
20kW,10,Hybrid,3,Canadian Solar Canada,3,Growatt China,4,LFP Lithium-ion,2,890000,2,1780000,945000,2,54000,20,1890000,1080000,4750000
30kW,11,Hybrid,3,Canadian Solar Canada,3,Growatt China,4,LFP Lithium-ion,2,890000,3,2670000,945000,3,54000,30,2835000,1620000,7125000
40kW,12,Hybrid,3,Canadian Solar Canada,3,Growatt China,4,LFP Lithium-ion,2,890000,4,3560000,945000,4,54000,40,3780000,2160000,9500000
50kW,13,Hybrid,3,Canadian Solar Canada,3,Growatt China,4,LFP Lithium-ion,2,890000,5,4450000,945000,5,54000,50,4725000,2700000,11875000
60kW,14,Hybrid,3,Canadian Solar Canada,3,Growatt China,4,LFP Lithium-ion,2,890000,6,5340000,945000,6,54000,60,5670000,3240000,14250000
1kW,1,Hybrid,3,Panasonic Japan,4,Goodwee China,1,LFP Lithium-ion,2,80000,1,80000,111000,1,62000,1,111000,62000,253000
2kW,2,Hybrid,3,Panasonic Japan,4,Goodwee China,1,LFP Lithium-ion,2,170000,1,170000,165000,1,62000,2,165000,124000,459000
3.5kW,3,Hybrid,3,Panasonic Japan,4,Goodwee China,1,LFP Lithium-ion,2,250000,1,250000,315000,1,62000,4,315000,248000,813000
4kW,4,Hybrid,3,Panasonic Japan,4,Goodwee China,1,LFP Lithium-ion,2,410000,1,410000,450000,1,62000,4,450000,248000,1108000
5kW,5,Hybrid,3,Panasonic Japan,4,Goodwee China,1,LFP Lithium-ion,2,410000,1,410000,615000,1,62000,5,615000,310000,1335000
7.5kW,6,Hybrid,3,Panasonic Japan,4,Goodwee China,1,LFP Lithium-ion,2,890000,1,890000,780000,1,62000,7,780000,434000,2104000
8kW,7,Hybrid,3,Panasonic Japan,4,Goodwee China,1,LFP Lithium-ion,2,890000,1,890000,840000,1,62000,8,840000,496000,2226000
10kW,8,Hybrid,3,Panasonic Japan,4,Goodwee China,1,LFP Lithium-ion,2,890000,1,890000,930000,1,62000,10,930000,620000,2440000
15kW,9,Hybrid,3,Panasonic Japan,4,Goodwee China,1,LFP Lithium-ion,2,890000,2,1780000,780000,2,62000,15,1560000,930000,4270000
20kW,10,Hybrid,3,Panasonic Japan,4,Goodwee China,1,LFP Lithium-ion,2,890000,2,1780000,930000,2,62000,20,1860000,1240000,4880000
30kW,11,Hybrid,3,Panasonic Japan,4,Goodwee China,1,LFP Lithium-ion,2,890000,3,2670000,930000,3,62000,30,2790000,1860000,7320000
40kW,12,Hybrid,3,Panasonic Japan,4,Goodwee China,1,LFP Lithium-ion,2,890000,4,3560000,930000,4,62000,40,3720000,2480000,9760000
50kW,13,Hybrid,3,Panasonic Japan,4,Goodwee China,1,LFP Lithium-ion,2,890000,5,4450000,930000,5,62000,50,4650000,3100000,12200000
60kW,14,Hybrid,3,Panasonic Japan,4,Goodwee China,1,LFP Lithium-ion,2,890000,6,5340000,930000,6,62000,60,5580000,3720000,14640000
1kW,1,Hybrid,3,Panasonic Japan,4,SMA Germany ,2,LFP Lithium-ion,2,80000,1,80000,141000,1,62000,1,141000,62000,283000
2kW,2,Hybrid,3,Panasonic Japan,4,SMA Germany ,2,LFP Lithium-ion,2,170000,1,170000,210000,1,62000,2,210000,124000,504000
3.5kW,3,Hybrid,3,Panasonic Japan,4,SMA Germany ,2,LFP Lithium-ion,2,250000,1,250000,390000,1,62000,4,390000,248000,888000
4kW,4,Hybrid,3,Panasonic Japan,4,SMA Germany ,2,LFP Lithium-ion,2,410000,1,410000,555000,1,62000,4,555000,248000,1213000
5kW,5,Hybrid,3,Panasonic Japan,4,SMA Germany ,2,LFP Lithium-ion,2,410000,1,410000,735000,1,62000,5,735000,310000,1455000
7.5kW,6,Hybrid,3,Panasonic Japan,4,SMA Germany ,2,LFP Lithium-ion,2,890000,1,890000,870000,1,62000,7,870000,434000,2194000
8kW,7,Hybrid,3,Panasonic Japan,4,SMA Germany ,2,LFP Lithium-ion,2,890000,1,890000,975000,1,62000,8,975000,496000,2361000
10kW,8,Hybrid,3,Panasonic Japan,4,SMA Germany ,2,LFP Lithium-ion,2,890000,1,890000,1170000,1,62000,10,1170000,620000,2680000
15kW,9,Hybrid,3,Panasonic Japan,4,SMA Germany ,2,LFP Lithium-ion,2,890000,2,1780000,870000,2,62000,15,1740000,930000,4450000
20kW,10,Hybrid,3,Panasonic Japan,4,SMA Germany ,2,LFP Lithium-ion,2,890000,2,1780000,1170000,2,62000,20,2340000,1240000,5360000
30kW,11,Hybrid,3,Panasonic Japan,4,SMA Germany ,2,LFP Lithium-ion,2,890000,3,2670000,1170000,3,62000,30,3510000,1860000,8040000
40kW,12,Hybrid,3,Panasonic Japan,4,SMA Germany ,2,LFP Lithium-ion,2,890000,4,3560000,1170000,4,62000,40,4680000,2480000,10720000
50kW,13,Hybrid,3,Panasonic Japan,4,SMA Germany ,2,LFP Lithium-ion,2,890000,5,4450000,1170000,5,62000,50,5850000,3100000,13400000
60kW,14,Hybrid,3,Panasonic Japan,4,SMA Germany ,2,LFP Lithium-ion,2,890000,6,5340000,1170000,6,62000,60,7020000,3720000,16080000
1kW,1,Hybrid,3,Panasonic Japan,4,CanadainSolar Canada,3,LFP Lithium-ion,2,80000,1,80000,136500,1,62000,1,136500,62000,278500
2kW,2,Hybrid,3,Panasonic Japan,4,CanadainSolar Canada,3,LFP Lithium-ion,2,170000,1,170000,195000,1,62000,2,195000,124000,489000
3.5kW,3,Hybrid,3,Panasonic Japan,4,CanadainSolar Canada,3,LFP Lithium-ion,2,250000,1,250000,330000,1,62000,4,330000,248000,828000
4kW,4,Hybrid,3,Panasonic Japan,4,CanadainSolar Canada,3,LFP Lithium-ion,2,410000,1,410000,465000,1,62000,4,465000,248000,1123000
5kW,5,Hybrid,3,Panasonic Japan,4,CanadainSolar Canada,3,LFP Lithium-ion,2,410000,1,410000,615000,1,62000,5,615000,310000,1335000
7.5kW,6,Hybrid,3,Panasonic Japan,4,CanadainSolar Canada,3,LFP Lithium-ion,2,890000,1,890000,810000,1,62000,7,810000,434000,2134000
8kW,7,Hybrid,3,Panasonic Japan,4,CanadainSolar Canada,3,LFP Lithium-ion,2,890000,1,890000,960000,1,62000,8,960000,496000,2346000
10kW,8,Hybrid,3,Panasonic Japan,4,CanadainSolar Canada,3,LFP Lithium-ion,2,890000,1,890000,1140000,1,62000,10,1140000,620000,2650000
15kW,9,Hybrid,3,Panasonic Japan,4,CanadainSolar Canada,3,LFP Lithium-ion,2,890000,2,1780000,810000,2,62000,15,1620000,930000,4330000
20kW,10,Hybrid,3,Panasonic Japan,4,CanadainSolar Canada,3,LFP Lithium-ion,2,890000,2,1780000,1140000,2,62000,20,2280000,1240000,5300000
30kW,11,Hybrid,3,Panasonic Japan,4,CanadainSolar Canada,3,LFP Lithium-ion,2,890000,3,2670000,1140000,3,62000,30,3420000,1860000,7950000
40kW,12,Hybrid,3,Panasonic Japan,4,CanadainSolar Canada,3,LFP Lithium-ion,2,890000,4,3560000,1140000,4,62000,40,4560000,2480000,10600000
50kW,13,Hybrid,3,Panasonic Japan,4,CanadainSolar Canada,3,LFP Lithium-ion,2,890000,5,4450000,1140000,5,62000,50,5700000,3100000,13250000
60kW,14,Hybrid,3,Panasonic Japan,4,CanadainSolar Canada,3,LFP Lithium-ion,2,890000,6,5340000,1140000,6,62000,60,6840000,3720000,15900000
1kW,1,Hybrid,3,Panasonic Japan,4,Growatt China,4,LFP Lithium-ion,2,80000,1,80000,109500,1,62000,1,109500,62000,251500
2kW,2,Hybrid,3,Panasonic Japan,4,Growatt China,4,LFP Lithium-ion,2,170000,1,170000,157500,1,62000,2,157500,124000,451500
3.5kW,3,Hybrid,3,Panasonic Japan,4,Growatt China,4,LFP Lithium-ion,2,250000,1,250000,324000,1,62000,4,324000,248000,822000
4kW,4,Hybrid,3,Panasonic Japan,4,Growatt China,4,LFP Lithium-ion,2,410000,1,410000,510000,1,62000,4,510000,248000,1168000
5kW,5,Hybrid,3,Panasonic Japan,4,Growatt China,4,LFP Lithium-ion,2,410000,1,410000,630000,1,62000,5,630000,310000,1350000
7.5kW,6,Hybrid,3,Panasonic Japan,4,Growatt China,4,LFP Lithium-ion,2,890000,1,890000,810000,1,62000,7,810000,434000,2134000
8kW,7,Hybrid,3,Panasonic Japan,4,Growatt China,4,LFP Lithium-ion,2,890000,1,890000,870000,1,62000,8,870000,496000,2256000
10kW,8,Hybrid,3,Panasonic Japan,4,Growatt China,4,LFP Lithium-ion,2,890000,1,890000,945000,1,62000,10,945000,620000,2455000
15kW,9,Hybrid,3,Panasonic Japan,4,Growatt China,4,LFP Lithium-ion,2,890000,2,1780000,870000,2,62000,15,1740000,930000,4450000
20kW,10,Hybrid,3,Panasonic Japan,4,Growatt China,4,LFP Lithium-ion,2,890000,2,1780000,945000,2,62000,20,1890000,1240000,4910000
30kW,11,Hybrid,3,Panasonic Japan,4,Growatt China,4,LFP Lithium-ion,2,890000,3,2670000,945000,3,62000,30,2835000,1860000,7365000
40kW,12,Hybrid,3,Panasonic Japan,4,Growatt China,4,LFP Lithium-ion,2,890000,4,3560000,945000,4,62000,40,3780000,2480000,9820000
50kW,13,Hybrid,3,Panasonic Japan,4,Growatt China,4,LFP Lithium-ion,2,890000,5,4450000,945000,5,62000,50,4725000,3100000,12275000
60kW,14,Hybrid,3,Panasonic Japan,4,Growatt China,4,LFP Lithium-ion,2,890000,6,5340000,945000,6,62000,60,5670000,3720000,14730000
1kW,1,Hybrid,3,JA Solar China,1,Goodwee China,1,Lead Acid,3,65000,1,65000,111000,1,42000,1,111000,42000,218000
2kW,2,Hybrid,3,JA Solar China,1,Goodwee China,1,Lead Acid,3,120000,1,120000,165000,1,42000,2,165000,84000,369000
3.5kW,3,Hybrid,3,JA Solar China,1,Goodwee China,1,Lead Acid,3,120000,2,240000,315000,1,42000,4,315000,168000,723000
4kW,4,Hybrid,3,JA Solar China,1,Goodwee China,1,Lead Acid,3,120000,2,240000,450000,1,42000,4,450000,168000,858000
5kW,5,Hybrid,3,JA Solar China,1,Goodwee China,1,Lead Acid,3,120000,3,360000,615000,1,42000,5,615000,210000,1185000
7.5kW,6,Hybrid,3,JA Solar China,1,Goodwee China,1,Lead Acid,3,120000,4,480000,780000,1,42000,7,780000,294000,1554000
8kW,7,Hybrid,3,JA Solar China,1,Goodwee China,1,Lead Acid,3,120000,4,480000,840000,1,42000,8,840000,336000,1656000
10kW,8,Hybrid,3,JA Solar China,1,Goodwee China,1,Lead Acid,3,120000,5,600000,930000,1,42000,10,930000,420000,1950000
1kW,1,Hybrid,3,JA Solar China,1,SMA Germany ,2,Lead Acid,3,65000,1,65000,141000,1,42000,1,141000,42000,248000
2kW,2,Hybrid,3,JA Solar China,1,SMA Germany ,2,Lead Acid,3,120000,1,120000,210000,1,42000,2,210000,84000,414000
3.5kW,3,Hybrid,3,JA Solar China,1,SMA Germany ,2,Lead Acid,3,120000,2,240000,390000,1,42000,4,390000,168000,798000
4kW,4,Hybrid,3,JA Solar China,1,SMA Germany ,2,Lead Acid,3,120000,2,240000,555000,1,42000,4,555000,168000,963000
5kW,5,Hybrid,3,JA Solar China,1,SMA Germany ,2,Lead Acid,3,120000,3,360000,735000,1,42000,5,735000,210000,1305000
7.5kW,6,Hybrid,3,JA Solar China,1,SMA Germany ,2,Lead Acid,3,120000,4,480000,870000,1,42000,7,870000,294000,1644000
8kW,7,Hybrid,3,JA Solar China,1,SMA Germany ,2,Lead Acid,3,120000,4,480000,975000,1,42000,8,975000,336000,1791000
10kW,8,Hybrid,3,JA Solar China,1,SMA Germany ,2,Lead Acid,3,120000,5,600000,1170000,1,42000,10,1170000,420000,2190000
1kW,1,Hybrid,3,JA Solar China,1,CanadainSolar Canada,3,Lead Acid,3,65000,1,65000,136500,1,42000,1,136500,42000,243500
2kW,2,Hybrid,3,JA Solar China,1,CanadainSolar Canada,3,Lead Acid,3,120000,1,120000,195000,1,42000,2,195000,84000,399000
3.5kW,3,Hybrid,3,JA Solar China,1,CanadainSolar Canada,3,Lead Acid,3,120000,2,240000,330000,1,42000,4,330000,168000,738000
4kW,4,Hybrid,3,JA Solar China,1,CanadainSolar Canada,3,Lead Acid,3,120000,2,240000,465000,1,42000,4,465000,168000,873000
5kW,5,Hybrid,3,JA Solar China,1,CanadainSolar Canada,3,Lead Acid,3,120000,3,360000,615000,1,42000,5,615000,210000,1185000
7.5kW,6,Hybrid,3,JA Solar China,1,CanadainSolar Canada,3,Lead Acid,3,120000,4,480000,810000,1,42000,7,810000,294000,1584000
8kW,7,Hybrid,3,JA Solar China,1,CanadainSolar Canada,3,Lead Acid,3,120000,4,480000,960000,1,42000,8,960000,336000,1776000
10kW,8,Hybrid,3,JA Solar China,1,CanadainSolar Canada,3,Lead Acid,3,120000,5,600000,1140000,1,42000,10,1140000,420000,2160000
1kW,1,Hybrid,3,JA Solar China,1,Growatt China,4,Lead Acid,3,65000,1,65000,109500,1,42000,1,109500,42000,216500
2kW,2,Hybrid,3,JA Solar China,1,Growatt China,4,Lead Acid,3,120000,1,120000,157500,1,42000,2,157500,84000,361500
3.5kW,3,Hybrid,3,JA Solar China,1,Growatt China,4,Lead Acid,3,120000,2,240000,324000,1,42000,4,324000,168000,732000
4kW,4,Hybrid,3,JA Solar China,1,Growatt China,4,Lead Acid,3,120000,2,240000,510000,1,42000,4,510000,168000,918000
5kW,5,Hybrid,3,JA Solar China,1,Growatt China,4,Lead Acid,3,120000,3,360000,630000,1,42000,5,630000,210000,1200000
7.5kW,6,Hybrid,3,JA Solar China,1,Growatt China,4,Lead Acid,3,120000,4,480000,810000,1,42000,7,810000,294000,1584000
8kW,7,Hybrid,3,JA Solar China,1,Growatt China,4,Lead Acid,3,120000,4,480000,870000,1,42000,8,870000,336000,1686000
10kW,8,Hybrid,3,JA Solar China,1,Growatt China,4,Lead Acid,3,120000,5,600000,945000,1,42000,10,945000,420000,1965000
1kW,1,Hybrid,3,Jinko Solar China,2,Goodwee China,1,Lead Acid,3,65000,1,65000,111000,1,46000,1,111000,46000,222000
2kW,2,Hybrid,3,Jinko Solar China,2,Goodwee China,1,Lead Acid,3,120000,1,120000,165000,1,46000,2,165000,92000,377000
3.5kW,3,Hybrid,3,Jinko Solar China,2,Goodwee China,1,Lead Acid,3,120000,2,240000,315000,1,46000,4,315000,184000,739000
4kW,4,Hybrid,3,Jinko Solar China,2,Goodwee China,1,Lead Acid,3,120000,2,240000,450000,1,46000,4,450000,184000,874000
5kW,5,Hybrid,3,Jinko Solar China,2,Goodwee China,1,Lead Acid,3,120000,3,360000,615000,1,46000,5,615000,230000,1205000
7.5kW,6,Hybrid,3,Jinko Solar China,2,Goodwee China,1,Lead Acid,3,120000,4,480000,780000,1,46000,7,780000,322000,1582000
8kW,7,Hybrid,3,Jinko Solar China,2,Goodwee China,1,Lead Acid,3,120000,4,480000,840000,1,46000,8,840000,368000,1688000
10kW,8,Hybrid,3,Jinko Solar China,2,Goodwee China,1,Lead Acid,3,120000,5,600000,930000,1,46000,10,930000,460000,1990000
1kW,1,Hybrid,3,Jinko Solar China,2,SMA Germany ,2,Lead Acid,3,65000,1,65000,141000,1,46000,1,141000,46000,252000
2kW,2,Hybrid,3,Jinko Solar China,2,SMA Germany ,2,Lead Acid,3,120000,1,120000,210000,1,46000,2,210000,92000,422000
3.5kW,3,Hybrid,3,Jinko Solar China,2,SMA Germany ,2,Lead Acid,3,120000,2,240000,390000,1,46000,4,390000,184000,814000
4kW,4,Hybrid,3,Jinko Solar China,2,SMA Germany ,2,Lead Acid,3,120000,2,240000,555000,1,46000,4,555000,184000,979000
5kW,5,Hybrid,3,Jinko Solar China,2,SMA Germany ,2,Lead Acid,3,120000,3,360000,735000,1,46000,5,735000,230000,1325000
7.5kW,6,Hybrid,3,Jinko Solar China,2,SMA Germany ,2,Lead Acid,3,120000,4,480000,870000,1,46000,7,870000,322000,1672000
8kW,7,Hybrid,3,Jinko Solar China,2,SMA Germany ,2,Lead Acid,3,120000,4,480000,975000,1,46000,8,975000,368000,1823000
10kW,8,Hybrid,3,Jinko Solar China,2,SMA Germany ,2,Lead Acid,3,120000,5,600000,1170000,1,46000,10,1170000,460000,2230000
1kW,1,Hybrid,3,Jinko Solar China,2,CanadainSolar Canada,3,Lead Acid,3,65000,1,65000,136500,1,46000,1,136500,46000,247500
2kW,2,Hybrid,3,Jinko Solar China,2,CanadainSolar Canada,3,Lead Acid,3,120000,1,120000,195000,1,46000,2,195000,92000,407000
3.5kW,3,Hybrid,3,Jinko Solar China,2,CanadainSolar Canada,3,Lead Acid,3,120000,2,240000,330000,1,46000,4,330000,184000,754000
4kW,4,Hybrid,3,Jinko Solar China,2,CanadainSolar Canada,3,Lead Acid,3,120000,2,240000,465000,1,46000,4,465000,184000,889000
5kW,5,Hybrid,3,Jinko Solar China,2,CanadainSolar Canada,3,Lead Acid,3,120000,3,360000,615000,1,46000,5,615000,230000,1205000
7.5kW,6,Hybrid,3,Jinko Solar China,2,CanadainSolar Canada,3,Lead Acid,3,120000,4,480000,810000,1,46000,7,810000,322000,1612000
8kW,7,Hybrid,3,Jinko Solar China,2,CanadainSolar Canada,3,Lead Acid,3,120000,4,480000,960000,1,46000,8,960000,368000,1808000
10kW,8,Hybrid,3,Jinko Solar China,2,CanadainSolar Canada,3,Lead Acid,3,120000,5,600000,1140000,1,46000,10,1140000,460000,2200000
1kW,1,Hybrid,3,Jinko Solar China,2,Growatt China,4,Lead Acid,3,65000,1,65000,109500,1,46000,1,109500,46000,220500
2kW,2,Hybrid,3,Jinko Solar China,2,Growatt China,4,Lead Acid,3,120000,1,120000,157500,1,46000,2,157500,92000,369500
3.5kW,3,Hybrid,3,Jinko Solar China,2,Growatt China,4,Lead Acid,3,120000,2,240000,324000,1,46000,4,324000,184000,748000
